content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
the hostess was rude and i got a distinct feeling that they did not want to serve us,food,0,0,2,2,"[[0.08176361 0.59406716 0.05997176 0.02336366 0.00549238 0.00060871
  0.00035534 0.00025702 0.00195137 0.00014878 0.00013663 0.00044024
  0.0009761  0.00090856 0.00065077 0.00087265 0.22217713 0.00585813]]","[[0.19331805 0.00081053 0.28423667 0.13357551 0.09925362 0.00115116
  0.00937833 0.00076266 0.00076442 0.00214947 0.00066027 0.00085807
  0.00105601 0.00101769 0.00287491 0.04918776 0.10812943 0.11081548]]"
the hostess was rude and i got a distinct feeling that they did not want to serve us,location,0,0,2,2,"[[0.01851865 0.64348817 0.05339094 0.18539903 0.0215857  0.00157904
  0.00121718 0.00330091 0.01141313 0.00158389 0.00060054 0.00072055
  0.0010964  0.0011751  0.00121363 0.00149824 0.05045349 0.00176541]]","[[0.87257063 0.00000079 0.09002196 0.03036345 0.00702285 0.00000018
  0.00001427 0.00000048 0.00000037 0.00000042 0.         0.
  0.         0.         0.         0.0000006  0.00000052 0.00000351]]"
the hostess was rude and i got a distinct feeling that they did not want to serve us,restaurant,0,0,2,2,"[[0.02879204 0.93308324 0.0167849  0.02046265 0.00074509 0.00001966
  0.00000642 0.00000781 0.00003305 0.00000132 0.00000041 0.00000025
  0.00000027 0.00000026 0.00000023 0.00000042 0.00006001 0.00000197]]","[[0.93838173 0.00000059 0.04253729 0.01409257 0.00498092 0.00000027
  0.00000571 0.00000008 0.00000008 0.00000009 0.00000001 0.00000001
  0.00000001 0.00000001 0.00000001 0.00000016 0.00000016 0.00000036]]"
the hostess was rude and i got a distinct feeling that they did not want to serve us,service,1,1,-1,-1,"[[0.00128953 0.8380815  0.0053174  0.1387743  0.00032809 0.00004524
  0.00002927 0.00001206 0.00001024 0.00000234 0.0000031  0.00001675
  0.0000831  0.00005641 0.00007254 0.00014772 0.01469901 0.00103141]]","[[0.43641293 0.00364869 0.08633845 0.4164724  0.0566261  0.00000175
  0.00000877 0.00000001 0.00000001 0.00000001 0.00000113 0.00000315
  0.00000516 0.00000472 0.00000074 0.00012116 0.00006469 0.00029033]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,ambience,0,0,2,2,"[[0.00178978 0.00072223 0.00188429 0.00139626 0.00019474 0.00015705
  0.0003267  0.00034688 0.00025902 0.00018988 0.00022023 0.00014913
  0.0050107  0.0061173  0.00112567 0.00521047 0.26436877 0.01991156
  0.67611897 0.01450036]]","[[0.00002793 0.00001488 0.00000821 0.0000225  0.00002226 0.0000118
  0.0000104  0.00003589 0.00002914 0.00005497 0.0003479  0.00028187
  0.00054988 0.00099663 0.00386295 0.04144392 0.17382355 0.39414763
  0.03630055 0.3480073 ]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,drinks,0,0,2,2,"[[0.06195266 0.02376833 0.00497194 0.00265424 0.00046095 0.00034976
  0.00088896 0.00058714 0.00017543 0.00024171 0.00036839 0.00042277
  0.00405499 0.00289786 0.00046922 0.00271179 0.02241937 0.00555495
  0.85715854 0.00789099]]","[[0.00059925 0.00067013 0.00734389 0.00108435 0.00114783 0.00534869
  0.01311219 0.00195442 0.00943954 0.00045397 0.00813866 0.00668665
  0.16742583 0.0138314  0.07690486 0.01158611 0.32654858 0.11603509
  0.00000263 0.23168595]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,food,0,0,2,2,"[[0.6840845  0.14800441 0.04455098 0.01112707 0.0007858  0.00015981
  0.00113047 0.00078833 0.00048196 0.00037863 0.00048073 0.00044121
  0.00365478 0.00224099 0.00022938 0.00143382 0.00112356 0.00543563
  0.05019572 0.04327226]]","[[0.00296522 0.01630232 0.04868729 0.01048006 0.01020481 0.01874279
  0.03724518 0.01360538 0.03629472 0.01055512 0.02456092 0.02358795
  0.06670103 0.02827915 0.02035857 0.00775913 0.03210534 0.1788617
  0.31366682 0.09903658]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,location,0,0,2,2,"[[0.02623686 0.01221968 0.01987014 0.01773292 0.00294524 0.00287043
  0.01393591 0.01088709 0.00726234 0.00519321 0.00763472 0.0057026
  0.07043118 0.07561872 0.01741998 0.07052784 0.17209862 0.04142532
  0.41407612 0.00591106]]","[[0.00002719 0.00000917 0.00004674 0.00004002 0.00009685 0.00012829
  0.0002014  0.00010484 0.0003663  0.00009877 0.00067576 0.00049292
  0.00413689 0.00172543 0.01375821 0.01864933 0.219095   0.3078537
  0.00003953 0.43245366]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,restaurant,0,0,2,2,"[[0.80069107 0.13406698 0.03936616 0.01147808 0.00047786 0.00015251
  0.00041525 0.00015399 0.00006681 0.00003053 0.00002656 0.0000157
  0.00019153 0.00014772 0.00001949 0.00017342 0.00052102 0.00033779
  0.01108596 0.00058161]]","[[0.00260347 0.00690238 0.01203247 0.00442828 0.00845994 0.00964932
  0.00868916 0.00602286 0.01337828 0.00641478 0.01477626 0.01513293
  0.03812324 0.01827348 0.03333712 0.03091069 0.11629582 0.16869964
  0.34056348 0.14530638]]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,service,1,1,-1,-1,"[[0.01352401 0.00640567 0.00195107 0.00112824 0.0001595  0.00021459
  0.00032245 0.00009673 0.0000295  0.00003509 0.0001634  0.00014438
  0.0019984  0.00081283 0.00020964 0.00056503 0.00304521 0.00318804
  0.9596089  0.00639731]]","[[0.00604545 0.00508291 0.00123584 0.00079482 0.00020562 0.00013169
  0.0002767  0.00046288 0.00019422 0.0002358  0.00152549 0.00094775
  0.00066274 0.00135618 0.00026299 0.00032462 0.00084125 0.16566789
  0.8018681  0.01187725]]"
i asked for a menu and the same waitress looked at my like i was insane,ambience,0,0,2,2,"[[0.00002367 0.00010421 0.00090154 0.00339188 0.13860704 0.05726244
  0.09508379 0.02843662 0.64707494 0.02298676 0.00341142 0.00028091
  0.00126919 0.00011555 0.00018687 0.0008632 ]]","[[0.00001552 0.00003337 0.00012203 0.00434999 0.00241614 0.01010271
  0.42818183 0.23465085 0.31876448 0.0006427  0.00015296 0.00003
  0.00003143 0.00006157 0.00009853 0.0003458 ]]"
i asked for a menu and the same waitress looked at my like i was insane,drinks,0,0,2,2,"[[0.00214438 0.03694591 0.02717126 0.01175842 0.28472567 0.0218184
  0.05040932 0.01681317 0.52961606 0.01022489 0.00066976 0.00018832
  0.00050344 0.00021559 0.00126337 0.00553204]]","[[0.00000002 0.00052726 0.01033928 0.00251769 0.97136647 0.00300193
  0.00704989 0.00445447 0.         0.00074299 0.00000005 0.
  0.         0.         0.         0.        ]]"
i asked for a menu and the same waitress looked at my like i was insane,food,0,0,2,2,"[[0.00227644 0.00813154 0.03371459 0.00897957 0.70179325 0.0179151
  0.06076854 0.01318608 0.12072966 0.01836663 0.00075921 0.00011434
  0.00035695 0.00011242 0.00127222 0.01152346]]","[[0.00291221 0.02040255 0.04561049 0.07442554 0.00780225 0.12027831
  0.20509458 0.13640061 0.32088915 0.04614278 0.00609932 0.00065918
  0.00127013 0.00238525 0.00425119 0.00537645]]"
i asked for a menu and the same waitress looked at my like i was insane,location,0,0,2,2,"[[0.00001728 0.0005076  0.00260747 0.00406183 0.19992058 0.04048515
  0.09033222 0.01901029 0.61689675 0.02291439 0.00257386 0.00016453
  0.00031515 0.00002802 0.00008109 0.00008377]]","[[0.00000006 0.00000602 0.00004583 0.00065438 0.00225011 0.00216156
  0.72914827 0.26453245 0.00000124 0.00118579 0.00001407 0.00000003
  0.00000021 0.         0.         0.        ]]"
i asked for a menu and the same waitress looked at my like i was insane,restaurant,0,0,2,2,"[[0.00030234 0.00427061 0.00918882 0.00593802 0.5743052  0.02305991
  0.08163297 0.00943446 0.28790048 0.0037772  0.00014796 0.0000079
  0.00001214 0.00000077 0.00000439 0.00001684]]","[[0.00002432 0.00103823 0.01455963 0.12307798 0.00004701 0.18805285
  0.20236404 0.10563391 0.36329085 0.00187899 0.00002803 0.00000051
  0.00000104 0.00000062 0.00000074 0.00000118]]"
i asked for a menu and the same waitress looked at my like i was insane,service,1,1,-1,-1,"[[0.00001079 0.00109987 0.000072   0.00003154 0.00141252 0.00028831
  0.00085489 0.00047189 0.99275833 0.00284465 0.00013289 0.00000679
  0.00000466 0.00000146 0.00000544 0.00000397]]","[[0.00050599 0.00210098 0.0000687  0.00000475 0.00000988 0.00002557
  0.46003744 0.49127713 0.03601857 0.00974866 0.00020131 0.00000025
  0.00000066 0.00000003 0.00000002 0.00000009]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",ambience,0,0,2,2,"[[0.0002734  0.00062444 0.00095087 0.00303696 0.00073401 0.00524971
  0.00359126 0.00615916 0.01847221 0.00315223 0.01822121 0.4251952
  0.02368762 0.06142887 0.00311552 0.00288139 0.01653736 0.03617417
  0.06513891 0.02561044 0.02225284 0.04879989 0.0887344  0.11997791]]","[[0.00000084 0.00000122 0.00002172 0.00055969 0.00318241 0.00300785
  0.00087952 0.09716126 0.07601321 0.01699306 0.52823603 0.09646943
  0.05345355 0.03909564 0.00117327 0.00776299 0.00375937 0.00357265
  0.00220671 0.00094429 0.00250904 0.02475939 0.03256768 0.00566921]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",drinks,0,0,2,2,"[[0.00231367 0.0052917  0.00358977 0.00409414 0.00084191 0.00104874
  0.00215012 0.00166545 0.00067336 0.00259203 0.01755565 0.65494144
  0.05716574 0.03703168 0.00161383 0.00299239 0.02620949 0.016761
  0.06824841 0.02069337 0.02232127 0.00766909 0.00625019 0.03628554]]","[[0.         0.         0.00000001 0.00000001 0.00000001 0.00000022
  0.00000537 0.00000041 0.00075121 0.00040689 0.16274221 0.
  0.82982653 0.00092438 0.00000115 0.00530405 0.00001974 0.00000108
  0.00000089 0.00000024 0.00001531 0.00000015 0.         0.00000005]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",food,0,0,2,2,"[[0.01090203 0.01539339 0.0110451  0.00759103 0.00049435 0.0001099
  0.00060609 0.00054402 0.00024202 0.0015538  0.02549355 0.38332707
  0.15675841 0.10067025 0.00175655 0.00077944 0.01082012 0.01087072
  0.04666486 0.01672566 0.04713194 0.03719778 0.01061698 0.10270496]]","[[0.00015801 0.00041352 0.00071151 0.00051075 0.00024533 0.00047546
  0.0022519  0.0022438  0.0116684  0.01066865 0.17006841 0.0002186
  0.19905068 0.04050071 0.00167954 0.01738181 0.00421132 0.05074459
  0.0477923  0.03854275 0.24798636 0.09420259 0.01990213 0.03837078]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",location,0,0,2,2,"[[0.000038   0.00026509 0.00063501 0.00148945 0.00027614 0.00065442
  0.00192223 0.00340506 0.00320511 0.00407674 0.03551109 0.71185607
  0.07665744 0.06762841 0.00224742 0.00351669 0.01686137 0.01210139
  0.02958171 0.00801339 0.00936193 0.00652072 0.00245794 0.00171715]]","[[0.00000005 0.0000002  0.00000668 0.00005189 0.00030492 0.00087876
  0.00074111 0.01422595 0.10033689 0.00631566 0.36490175 0.00000449
  0.4160312  0.03028636 0.00074174 0.04284651 0.00463515 0.00131015
  0.00062464 0.00021867 0.00310544 0.00906481 0.0028945  0.00047247]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",restaurant,0,0,2,2,"[[0.0143079  0.02899464 0.01868791 0.01778284 0.00119977 0.00140409
  0.00242597 0.00230305 0.00089425 0.0017622  0.02035026 0.73557854
  0.06267476 0.05507634 0.00036063 0.00063841 0.00529538 0.00275408
  0.01421143 0.00279316 0.00327495 0.00183621 0.00107518 0.00431804]]","[[0.00011559 0.00015653 0.0005014  0.00177127 0.00560517 0.00539497
  0.00291223 0.01493652 0.02367868 0.012455   0.7279476  0.00495472
  0.04416471 0.03447587 0.0013118  0.00707852 0.00382634 0.01288626
  0.0123467  0.00864351 0.01857753 0.02806458 0.01946519 0.00872929]]"
"i was shocked that my friends wanted to stay after the waitress said ""can i help you"" and ""how many are in your party""",service,1,1,-1,-1,"[[0.00004449 0.00011764 0.00022986 0.00008363 0.00001336 0.0000282
  0.00014512 0.00008278 0.00003188 0.0001204  0.00036622 0.96630085
  0.02592303 0.00341038 0.00010239 0.00037137 0.00040278 0.00023262
  0.00098863 0.00029025 0.00038457 0.00007429 0.00016581 0.00008947]]","[[0.00000086 0.00000068 0.00000043 0.0000003  0.         0.
  0.00000007 0.00000137 0.000002   0.00499785 0.9163129  0.06606063
  0.00240873 0.01016486 0.00000695 0.00002103 0.00001676 0.00000118
  0.00000182 0.00000089 0.00000022 0.00000005 0.00000013 0.00000037]]"
the three of us standing in front of her should have been an indication of how many of us there were,ambience,0,0,2,2,"[[0.03971218 0.03331389 0.0955788  0.02545202 0.534798   0.09704438
  0.13557327 0.01725502 0.00307383 0.0004312  0.00016919 0.0001354
  0.00209287 0.0011066  0.0028101  0.00105409 0.0014861  0.00398243
  0.0009376  0.00179214 0.00220083]]","[[0.00889549 0.00251922 0.00950442 0.01879519 0.73448664 0.11044839
  0.08304822 0.01763535 0.01152306 0.00010325 0.00008841 0.00005925
  0.00035959 0.00009134 0.00013443 0.00033199 0.00012939 0.0003013
  0.00081807 0.00057457 0.00015234]]"
the three of us standing in front of her should have been an indication of how many of us there were,drinks,0,0,2,2,"[[0.38321912 0.3695277  0.13101657 0.00842485 0.03406204 0.0029257
  0.00308603 0.00628531 0.00092185 0.00232074 0.00175591 0.00157573
  0.00482152 0.01011486 0.01329056 0.00172028 0.00310972 0.0112595
  0.00124101 0.00122551 0.00809549]]","[[0.00000098 0.68588984 0.0648002  0.00537365 0.04011241 0.00526
  0.00268508 0.00158509 0.00046732 0.00225406 0.00196034 0.07575145
  0.00881946 0.08184984 0.01112934 0.00083243 0.00633616 0.00220783
  0.00040919 0.00006561 0.00220967]]"
the three of us standing in front of her should have been an indication of how many of us there were,food,0,0,2,2,"[[0.3940924  0.24538372 0.12549116 0.0042651  0.01473692 0.00508999
  0.00163648 0.00915254 0.00134789 0.00112789 0.00130641 0.00205111
  0.01121398 0.01054068 0.02246565 0.00269894 0.00416123 0.02768717
  0.00198423 0.0032323  0.11033422]]","[[0.01705405 0.06191932 0.04679566 0.02815817 0.02811178 0.01552834
  0.0141476  0.0146002  0.01225176 0.00835631 0.00912611 0.03179905
  0.04881546 0.06582936 0.0769157  0.05034778 0.12036932 0.12781395
  0.07608075 0.04046982 0.10550944]]"
the three of us standing in front of her should have been an indication of how many of us there were,location,0,0,2,2,"[[0.10757556 0.09739203 0.2266286  0.04085632 0.32060128 0.0708563
  0.04102393 0.01937373 0.0024243  0.00107386 0.00102901 0.00151265
  0.01179988 0.01058938 0.01851342 0.00325178 0.00449745 0.01594127
  0.00160635 0.0011163  0.0023366 ]]","[[0.04544619 0.04498661 0.12927525 0.07921478 0.00211411 0.4620357
  0.20359877 0.02582988 0.0068079  0.00001972 0.00001523 0.00008209
  0.00018184 0.00008777 0.00004105 0.00002661 0.00002454 0.00006229
  0.00011698 0.00001559 0.0000171 ]]"
the three of us standing in front of her should have been an indication of how many of us there were,restaurant,0,0,2,2,"[[0.57012445 0.21036647 0.18671256 0.00548145 0.02322277 0.00204755
  0.00091433 0.00086088 0.00004006 0.00001381 0.00000662 0.00000711
  0.0000403  0.00004326 0.00006266 0.00000389 0.00000488 0.00003118
  0.00000165 0.000002   0.0000121 ]]","[[0.04970659 0.08400116 0.14551787 0.15362573 0.08777425 0.06070341
  0.03307172 0.01599729 0.01256041 0.00506206 0.00483481 0.00801295
  0.0192451  0.01322735 0.01882581 0.0345757  0.04745699 0.07322147
  0.08556777 0.02268527 0.02432626]]"
the three of us standing in front of her should have been an indication of how many of us there were,service,1,0,-1,2,"[[0.2702207  0.15974453 0.11706254 0.10937258 0.23455909 0.00598444
  0.02705486 0.00674536 0.00422409 0.00165297 0.000968   0.00089155
  0.0014512  0.0042884  0.00272786 0.00198073 0.00264375 0.00946247
  0.01260631 0.0032326  0.02312597]]","[[0.8634578  0.00987407 0.03432579 0.05287201 0.01576029 0.00845355
  0.0048972  0.00264221 0.00379554 0.00032558 0.00021752 0.00016423
  0.00033369 0.00015186 0.00015527 0.00038108 0.00012779 0.00040316
  0.00095618 0.00049389 0.0002113 ]]"
"we', ""didn't"", 'look like the other patrons in there so unfortunately i think that may have been part of the problem",ambience,0,0,2,2,"[[0.00034236 0.00184379 0.00329356 0.0109715  0.02291304 0.01827423
  0.8806516  0.04856078 0.00465153 0.00164458 0.00060914 0.0000493
  0.00002772 0.00010166 0.00005471 0.00003596 0.00005821 0.00076325
  0.00149505 0.00308011 0.00057796]]","[[0.00450955 0.00881086 0.0077859  0.01133127 0.06008672 0.05093273
  0.8372704  0.00819846 0.00818359 0.00002422 0.00001916 0.00001206
  0.00000223 0.00000813 0.00000693 0.00000709 0.00000157 0.00001997
  0.0001934  0.00184658 0.00074922]]"
"we', ""didn't"", 'look like the other patrons in there so unfortunately i think that may have been part of the problem",drinks,0,0,2,2,"[[0.0251039  0.05776698 0.00501341 0.01770011 0.04523465 0.02794549
  0.7285475  0.00743559 0.00243318 0.00163596 0.00228809 0.00054122
  0.00109672 0.00497723 0.00716555 0.00648553 0.00573828 0.0164544
  0.02147061 0.01264116 0.00232443]]","[[0.00008738 0.00026852 0.01444676 0.2035224  0.33445716 0.42714942
  0.         0.0000954  0.01616409 0.00000154 0.00000137 0.00000051
  0.00004348 0.00004828 0.00004379 0.00005984 0.00328256 0.00029115
  0.00003417 0.00000017 0.00000201]]"
"we', ""didn't"", 'look like the other patrons in there so unfortunately i think that may have been part of the problem",food,0,0,2,2,"[[0.03888803 0.1529006  0.01707205 0.03295207 0.08441725 0.02971867
  0.11690477 0.05670082 0.00713655 0.00981402 0.01274671 0.00186391
  0.0012126  0.00671779 0.00924225 0.00969343 0.01436718 0.09864187
  0.12969014 0.13791543 0.03140385]]","[[0.03454854 0.01077062 0.08990125 0.06341427 0.05498791 0.04280581
  0.13593714 0.03003069 0.05429043 0.0049     0.00437413 0.00299048
  0.00525463 0.00639223 0.00557725 0.006416   0.01819965 0.03918848
  0.12564588 0.1049151  0.15945953]]"
"we', ""didn't"", 'look like the other patrons in there so unfortunately i think that may have been part of the problem",location,0,0,2,2,"[[0.00095316 0.00772642 0.00670399 0.02355506 0.08290251 0.03166055
  0.75013584 0.0442013  0.00509094 0.00279876 0.00198939 0.00018094
  0.00015745 0.00097826 0.00101721 0.00098811 0.00170484 0.01666005
  0.01229041 0.00777246 0.00053234]]","[[0.02261046 0.05125409 0.24448523 0.21577919 0.29113775 0.1519957
  0.00143632 0.00289089 0.01560581 0.00000054 0.00000029 0.00000014
  0.0000001  0.00000082 0.00000062 0.00000075 0.00000067 0.00001471
  0.00033944 0.00130316 0.00114328]]"
