content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,ambience,0,0,2,2,"0.02702703 0.02302707 0.02732241 0.03078951 0.30141076 0.13101932
  0.03103232 0.01824453 0.03833068 0.01922661 0.01190428 0.0042294
  0.04382325 0.08146576 0.02415352 0.05400213 0.01153123 0.12146018]]","0.01644953 0.03105104 0.0486925  0.13378984 0.04149912 0.18837081
  0.07076678 0.0701454  0.06840777 0.09622386 0.06603192 0.02387971
  0.03349657 0.04315462 0.01813314 0.01669011 0.01403792 0.01917931]]"
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,drinks,0,0,2,2,"0.01115799 0.01527079 0.00342761 0.00452243 0.02543342 0.00526161
  0.00243506 0.00118716 0.00388074 0.00071908 0.00103597 0.00213921
  0.09774225 0.6866933  0.01668929 0.00533085 0.00146153 0.11561169]]","0.00001609 0.00001601 0.00006711 0.00014837 0.00059844 0.0001447
  0.0007122  0.00006769 0.00021167 0.00034775 0.01461256 0.21697283
  0.76049113 0.00071064 0.00008016 0.00347964 0.00004604 0.00127694]]"
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,food,1,1,1,1,"0.01166131 0.04569246 0.00442394 0.00073768 0.00073275 0.0001882
  0.00014625 0.00004976 0.0002692  0.00003965 0.00009207 0.00012697
  0.10599513 0.7921579  0.02605258 0.00322228 0.0004551  0.0079568 ]]","0.00434744 0.0009195  0.00224423 0.00051369 0.00049947 0.00034322
  0.00077878 0.00007888 0.00047608 0.00030492 0.02016018 0.22820912
  0.5881128  0.13334456 0.0018282  0.01309267 0.00039501 0.00435123]]"
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,location,0,0,2,2,"0.01498185 0.01256619 0.01036293 0.009935   0.049662   0.0353868
  0.02479704 0.02531565 0.25776112 0.01915424 0.01170875 0.01130148
  0.23430118 0.17241359 0.0255442  0.02349009 0.00584654 0.05547135]]","0.001574   0.00200926 0.00335186 0.00646708 0.01145889 0.00720597
  0.01509851 0.0028586  0.00192789 0.006735   0.0309528  0.22346878
  0.4874785  0.1732661  0.00261258 0.01541057 0.00231167 0.00581203]]"
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,restaurant,0,0,2,2,"0.13367598 0.24037506 0.10504884 0.02295834 0.04868225 0.01520752
  0.00491541 0.00256191 0.01610237 0.00094521 0.00077447 0.00061509
  0.04765704 0.16282767 0.00934792 0.01344362 0.00319376 0.17166756]]","0.38483137 0.35857996 0.04121644 0.02392976 0.02602376 0.02984355
  0.0008805  0.00064983 0.00204318 0.00104202 0.00208367 0.02007512
  0.02194088 0.01018695 0.00607002 0.01160189 0.00655075 0.05245042]]"
they  came  in  their  own  nifty  take  out  box  and  with  some  homemade  frosting  very  light  and  not-too-sweet,service,0,0,2,2,"0.0006681  0.0021411  0.00011198 0.00024972 0.00067011 0.00021388
  0.00019668 0.00015112 0.00375224 0.00069705 0.00102909 0.00080866
  0.07352334 0.80987984 0.0560963  0.00847885 0.00252286 0.0388091 ]]","0.00019168 0.00002438 0.00002249 0.00000594 0.00000299 0.00000643
  0.00007848 0.00000068 0.00001673 0.00000738 0.00203702 0.05754409
  0.9314136  0.00001767 0.00013623 0.00808411 0.00005298 0.00035713]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,ambience,0,0,2,2,"0.00389721 0.27445954 0.00159967 0.0065201  0.23508736 0.37461206
  0.05035426 0.02709687 0.00724147 0.01541142 0.00372001]]","0.21238306 0.027237   0.04484707 0.37016362 0.14798999 0.16029748
  0.02406044 0.00246968 0.00410283 0.00063541 0.00581347]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,drinks,0,0,2,2,"0.00598702 0.85044944 0.00374664 0.00463317 0.04930721 0.0378675
  0.01135544 0.00554141 0.00645527 0.01079576 0.01386112]]","0.07697329 0.00000045 0.26374605 0.06886699 0.15277295 0.16054241
  0.01509108 0.00551984 0.03792378 0.07451029 0.14405279]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,food,1,1,1,1,"0.00542972 0.9589631  0.00374387 0.00218863 0.00800515 0.01013707
  0.00113882 0.00085968 0.00079686 0.00061731 0.00811981]]","0.53662014 0.02611119 0.35993567 0.02747439 0.03014155 0.00194598
  0.00189933 0.00582908 0.00236576 0.00608883 0.00158806]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,location,0,0,2,2,"0.03146806 0.5739835  0.0037385  0.01220675 0.05783119 0.11018409
  0.08890895 0.04228765 0.01657074 0.01764737 0.04517322]]","0.45447004 0.0435043  0.07752885 0.15786761 0.07856094 0.08560359
  0.03189412 0.02063597 0.01278028 0.01331327 0.02384102]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,restaurant,0,0,2,2,"0.00149901 0.25596204 0.00133248 0.00234115 0.04948939 0.09471005
  0.03426543 0.02825111 0.02511242 0.05112597 0.45591095]]","0.02706136 0.00600606 0.01467625 0.02116508 0.00973951 0.02441099
  0.03923881 0.09175542 0.22700143 0.48885402 0.05009103]]"
the  desert  was  the  perfect  ending  to  an  almost  perfect  dinner,service,0,0,2,2,"0.01344607 0.20587614 0.02163899 0.01433591 0.06202328 0.11954346
  0.12528574 0.08984084 0.02767423 0.02334346 0.29699185]]","0.05440186 0.05212333 0.07451207 0.0375617  0.07315981 0.10093518
  0.18128593 0.19949318 0.04211519 0.18256529 0.00184639]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),ambience,0,0,2,2,"0.10941729 0.6495045  0.0311741  0.00796387 0.00631128 0.00203898
  0.00441407 0.01098897 0.00553994 0.00747701 0.00440972 0.00108193
  0.00901918 0.0007146  0.00346425 0.11507192 0.0044367  0.0061675
  0.00202123 0.00029432 0.0047594  0.00141287 0.00644347 0.00587289]]","0.5332021  0.00451554 0.00452197 0.01099467 0.00544715 0.00707453
  0.01443327 0.00925215 0.00571886 0.03476091 0.0152237  0.01071159
  0.0037569  0.02558174 0.17024489 0.06436457 0.02498645 0.01293145
  0.0035848  0.01241174 0.0064755  0.00987161 0.00604874 0.00388509]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),drinks,0,0,2,2,"0.05819401 0.5498381  0.05746112 0.01099931 0.01173336 0.00127827
  0.00193911 0.02113248 0.00198083 0.00849496 0.01880212 0.00244296
  0.07463709 0.00386635 0.0053687  0.03742031 0.02231889 0.02450715
  0.01977276 0.00352474 0.00566248 0.0128427  0.02219115 0.02359102]]","0.13802512 0.00034066 0.00116521 0.08199638 0.00299636 0.02461763
  0.18376017 0.03544621 0.0065873  0.12566581 0.08980002 0.07490993
  0.03098548 0.06734757 0.04556067 0.0464562  0.00705465 0.01238545
  0.00308255 0.005547   0.00112121 0.00665058 0.00339365 0.00510416]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),food,0,0,2,2,"0.02503151 0.91072303 0.02419264 0.01535929 0.00203331 0.00039853
  0.00051555 0.00217026 0.00010294 0.00043465 0.00047488 0.00015791
  0.00053589 0.00014113 0.0003366  0.00796154 0.00226616 0.0014297
  0.0025593  0.00022966 0.00016056 0.00100683 0.00101254 0.00076562]]","0.40000236 0.35924643 0.03571257 0.01690607 0.0149978  0.00809415
  0.02008135 0.01014877 0.01376668 0.01295302 0.0077352  0.00646451
  0.00231562 0.00489257 0.02089603 0.00594043 0.00990372 0.00708969
  0.00224193 0.0022117  0.00117296 0.01670975 0.00457594 0.01594085]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),location,0,0,2,2,"0.02137955 0.11728562 0.01995946 0.00501692 0.00570259 0.00260591
  0.0037557  0.02399763 0.00269555 0.01087795 0.05755898 0.00296926
  0.004848   0.00146363 0.01229521 0.5514475  0.01490685 0.02696769
  0.01524244 0.00873715 0.01123845 0.0279102  0.0245174  0.02662037]]","0.27658042 0.0605994  0.00383544 0.01117772 0.00293924 0.00657092
  0.01243006 0.00497109 0.00467095 0.16628574 0.08640973 0.01298615
  0.00430118 0.01919518 0.20313455 0.02277365 0.02281562 0.02011262
  0.00928064 0.01163421 0.00971383 0.01047757 0.00941704 0.00768703]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),restaurant,1,0,0,2,"0.01462908 0.83560586 0.0299032  0.00552388 0.00410539 0.00080752
  0.00120425 0.01184635 0.00110431 0.00372121 0.07985099 0.00034248
  0.00077469 0.00011538 0.00025851 0.00483581 0.00081948 0.0010264
  0.00119727 0.00067591 0.00018118 0.00041879 0.0005533  0.0004988 ]]","0.49434486 0.0991121  0.00283921 0.00311484 0.00053003 0.00120148
  0.00392794 0.00061098 0.00182466 0.33183265 0.04483012 0.00200167
  0.00020303 0.00052196 0.00364155 0.00058264 0.00295447 0.00155798
  0.00086771 0.00065938 0.00104419 0.00056154 0.00066641 0.00056864]]"
the  dinner  only  took  us  about  an  hour  and  the  prices  were  alright  for  the  strip  almost  $50/pp  after  tax  and  tip  (about  average),service,1,1,1,-1,"0.0287345  0.67453945 0.06712205 0.13913551 0.03124317 0.00525947
  0.00342839 0.00565997 0.0001947  0.00038732 0.00011718 0.00045789
  0.0024023  0.00046645 0.00153291 0.01918553 0.00233379 0.00398232
  0.00415099 0.00067429 0.00075972 0.00411852 0.00215939 0.00195422]]","0.17511646 0.68861526 0.0761085  0.00393949 0.04367055 0.00165533
  0.00162322 0.00318016 0.00282914 0.00001112 0.00001246 0.00009711
  0.00006066 0.0001449  0.0009544  0.00017696 0.00030549 0.00017206
  0.00007912 0.00005053 0.00008587 0.00054848 0.00012224 0.00044045]]"
but  the  servers  were  extremely  attentive  and  very  friendly,ambience,0,0,2,2,"0.00142336 0.00714197 0.54719883 0.00995018 0.02724999 0.31344482
  0.02004496 0.01756901 0.05597689]]","0.0234307  0.30504134 0.5012276  0.02562829 0.03367013 0.02614218
  0.04129226 0.02272583 0.02084168]]"
but  the  servers  were  extremely  attentive  and  very  friendly,drinks,0,0,2,2,"0.00246729 0.00599545 0.9652786  0.00284168 0.00325935 0.0161739
  0.00071944 0.00113237 0.00213187]]","0.00286239 0.66589516 0.00013022 0.22445817 0.00890229 0.03868414
  0.01166426 0.00763434 0.03976903]]"
but  the  servers  were  extremely  attentive  and  very  friendly,food,0,0,2,2,"0.02335931 0.03930411 0.49196705 0.04874625 0.12177497 0.18551385
  0.01603492 0.02723634 0.0460632 ]]","0.03750962 0.06126254 0.7089145  0.01853798 0.01580914 0.02200679
  0.01135773 0.08999657 0.03460515]]"
but  the  servers  were  extremely  attentive  and  very  friendly,location,0,0,2,2,"0.00209146 0.01063399 0.8297146  0.00667762 0.00723114 0.06948698
  0.00253721 0.00371411 0.0679129 ]]","0.01079134 0.23646715 0.6245638  0.03121939 0.01107364 0.01354636
  0.01158938 0.03425693 0.02649193]]"
but  the  servers  were  extremely  attentive  and  very  friendly,restaurant,0,0,2,2,"0.00378827 0.00996354 0.6485215  0.0074322  0.0106794  0.17134607
  0.0071607  0.00721813 0.13389023]]","0.01934012 0.2830173  0.2638921  0.0466269  0.01860341 0.03162989
  0.02723785 0.1895808  0.12007153]]"
but  the  servers  were  extremely  attentive  and  very  friendly,service,1,1,1,1,"0.00006943 0.00046694 0.66282177 0.00247336 0.00686984 0.31320414
  0.00067945 0.0010502  0.01236485]]","0.00136447 0.09399746 0.8314441  0.02430072 0.01709986 0.00760839
  0.00779404 0.00387557 0.01251539]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,ambience,0,0,2,2,"0.06888319 0.08697899 0.06088403 0.09074404 0.5111453  0.10949058
  0.03203301 0.01222178 0.00458421 0.01360909 0.00942581]]","0.0420369  0.03177324 0.04561666 0.6208846  0.00001506 0.15265618
  0.02286299 0.02797951 0.01591955 0.03935238 0.00090289]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,drinks,0,0,2,2,"0.22420578 0.26445743 0.13127148 0.1121621  0.14379175 0.01154726
  0.03573824 0.00710344 0.00264893 0.0031215  0.06395211]]","0.00225813 0.         0.01356141 0.8129588  0.13430339 0.03067656
  0.00427737 0.00099974 0.00030783 0.00059381 0.00006298]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,food,0,0,2,2,"0.38311872 0.09541885 0.03448391 0.04007203 0.04951397 0.00193726
  0.27526653 0.01786319 0.00675398 0.02911255 0.066459  ]]","0.00671845 0.0416796  0.04284132 0.10654034 0.11097315 0.04850867
  0.05118827 0.11529886 0.27757275 0.13616127 0.0625174 ]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,location,0,0,2,2,"0.03054968 0.00808466 0.01661141 0.05853874 0.15026885 0.01311381
  0.03151028 0.02745699 0.01158499 0.59216577 0.06011482]]","0.01670162 0.00359372 0.00663694 0.0302695  0.02638298 0.03037032
  0.01725632 0.2643775  0.5870204  0.00600928 0.0113815 ]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,restaurant,1,1,1,1,"0.12650576 0.01409032 0.01785224 0.03985113 0.14538206 0.00791703
  0.10549601 0.01290582 0.00386329 0.41750106 0.10863525]]","0.10433735 0.00450019 0.00595452 0.01458351 0.02446284 0.01411994
  0.00481081 0.07248344 0.53244686 0.20198342 0.0203171 ]]"
overall  i  would  go  back  and  eat  at  the  restaurant  again,service,0,0,2,2,"0.00669334 0.00681003 0.00642118 0.01406873 0.06097741 0.00788104
  0.0410674  0.06032142 0.03270279 0.6228439  0.14021277]]","0.00681576 0.00710166 0.01132465 0.04305049 0.07052266 0.05317827
  0.08352599 0.464585   0.21688952 0.00085442 0.04215156]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,ambience,0,1,2,0,"0.00072536 0.00218661 0.00306788 0.00644269 0.00150942 0.01140498
  0.90808475 0.02859737 0.00672697 0.01538745 0.00637974 0.00695852
  0.00067216 0.00034297 0.00025871 0.00125443]]","0.00088188 0.00171068 0.00457219 0.0339675  0.2316331  0.5641297
  0.04895042 0.03178808 0.02017443 0.01626998 0.00923546 0.00299791
  0.00601608 0.00644271 0.00671917 0.01451065]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,drinks,0,0,2,2,"0.01342329 0.02624867 0.01605784 0.00544025 0.01261899 0.05305684
  0.2642002  0.2915691  0.1338017  0.08018047 0.01434643 0.04355588
  0.01692153 0.00754376 0.00478044 0.01625458]]","0.00008497 0.00061146 0.00049369 0.10655154 0.07096197 0.2788988
  0.31231728 0.00000002 0.08189013 0.01939672 0.1201663  0.0004967
  0.00514456 0.00180939 0.00097719 0.00019915]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,food,0,0,2,2,"0.19196738 0.26346493 0.10751141 0.01985216 0.02871257 0.0414929
  0.09883725 0.1042565  0.02428868 0.02498144 0.00624753 0.01358678
  0.01812559 0.00890508 0.00974414 0.03802564]]","0.02275295 0.00293971 0.02369514 0.1222094  0.23697996 0.25043514
  0.23540455 0.01593262 0.01113147 0.01031065 0.01475056 0.00192078
  0.00327876 0.00608123 0.01630951 0.02586763]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,location,0,0,2,2,"0.01647258 0.01309476 0.02219423 0.00865109 0.00875391 0.02121311
  0.3494762  0.05901617 0.07046856 0.0682736  0.09751581 0.04229555
  0.03522712 0.02065821 0.0214164  0.14527272]]","0.01221823 0.0128023  0.01020089 0.06383349 0.16189486 0.24306366
  0.03701866 0.0958254  0.09191547 0.04916352 0.0384237  0.01130089
  0.03095522 0.03378708 0.04022397 0.06737269]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,restaurant,1,1,0,2,"0.00715698 0.00851123 0.01649737 0.00901485 0.0094376  0.02068883
  0.6275108  0.05947798 0.04472387 0.11670475 0.03594108 0.02130819
  0.00915174 0.00369001 0.00124853 0.0089362 ]]","0.00452097 0.00371021 0.00150143 0.04309025 0.23549017 0.43757123
  0.02147688 0.05737989 0.08981085 0.05727661 0.01105151 0.00787157
  0.02063149 0.00424253 0.0017289  0.00264552]]"
just  remember  to  dress  a  little  urban-chic  so  you  don?t  look  too  far  out  of  place,service,0,0,2,2,"0.03845489 0.09508264 0.0498621  0.02213491 0.01972205 0.02822709
  0.12324222 0.05359218 0.02962367 0.01667431 0.03033203 0.04731135
  0.03363039 0.04225649 0.10411216 0.26574153]]","0.02587905 0.02875713 0.02380568 0.03081431 0.01835326 0.02470381
  0.02143485 0.02063433 0.01459945 0.00960223 0.04300449 0.07302175
  0.06726474 0.19588053 0.3901864  0.01205803]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",ambience,0,0,2,2,"0.01148619 0.52761847 0.14303182 0.08957691 0.04668286 0.06431728
  0.05883344 0.00641486 0.01057691 0.00501499 0.0259849  0.00916958
  0.00105223 0.00023955]]","0.24356934 0.00914969 0.1102881  0.4206599  0.0050013  0.00895321
  0.01700269 0.02940259 0.02177554 0.02874873 0.08306266 0.01945538
  0.00069051 0.00224023]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",drinks,1,0,1,2,"0.0019122  0.95697004 0.02121982 0.01227588 0.00395961 0.00225213
  0.00018814 0.00007153 0.00005637 0.00002528 0.00015714 0.00086992
  0.00003608 0.00000588]]","0.52498543 0.01675203 0.02452333 0.4308897  0.00001581 0.00002312
  0.00002081 0.00001824 0.00006967 0.00024297 0.00219716 0.00023627
  0.00000281 0.00002264]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",food,1,1,1,1,"0.00376619 0.0171559  0.00652399 0.89616543 0.00141985 0.00021093
  0.0000362  0.00000258 0.00000225 0.0000031  0.00017366 0.07446493
  0.00006923 0.00000575]]","0.12824693 0.37774575 0.34678885 0.1107063  0.00002496 0.00001275
  0.00001078 0.00001057 0.00000476 0.00048656 0.0332338  0.00227748
  0.00001297 0.00043758]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",location,0,0,2,2,"0.02039358 0.13144514 0.05966755 0.25079596 0.01094537 0.01972158
  0.03345241 0.00629441 0.0057405  0.01011437 0.13292906 0.28003377
  0.03492777 0.00353855]]","0.01526818 0.17993934 0.15549392 0.46310434 0.00003337 0.00005536
  0.00007046 0.00032272 0.0001037  0.00323357 0.18167953 0.00000523
  0.00001677 0.00067362]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",restaurant,0,0,2,2,"0.01057109 0.18745318 0.05414194 0.5868998  0.00402784 0.00359707
  0.00651715 0.00038934 0.00062377 0.00050109 0.00372429 0.14085992
  0.00067072 0.00002282]]","0.3351668  0.44602144 0.13277172 0.03278457 0.0000047  0.00001191
  0.00011101 0.00001642 0.00008199 0.00056098 0.05201916 0.00044075
  0.00000047 0.00000803]]"
"good  sake  good  food  i  honestly', ""don't"", 'know  much  about  japanese  food  at  all",service,0,0,2,2,"0.02199213 0.20781592 0.05106912 0.12622033 0.02147732 0.03473499
  0.00350641 0.00230607 0.00133924 0.00206629 0.04238949 0.4494832
  0.0309454  0.00465411]]","0.00093981 0.00745858 0.00609757 0.01374197 0.00001541 0.00002869
  0.0000142  0.00012857 0.00008118 0.01143265 0.9520173  0.00000836
  0.00018817 0.00784745]]"
